conversation_id_str,created_at,favorite_count,full_text,text_cleaned,text_normalized,text_tokenized,text_nostopword,text_stemmed,text_final,Sentimen_Model
1924628957858783657,Tue May 20 23:39:34 +0000 2025,2,@augudzs Coba deh dengerin penjelasan WNI yang bekerja di Finlandia itu. Anak-anak yang bermasalah ditaruh di sebuah tempat rehabilitasi khusus. Bukan di barak militer juga. Coba dengerin lagi deh.,coba deh dengerin penjelasan wni yang bekerja di finlandia itu anak anak yang bermasalah ditaruh di sebuah tempat rehabilitasi khusus bukan di barak militer juga coba dengerin lagi deh,coba deh dengerin penjelasan wni yang bekerja di finlandia itu anak anak yang bermasalah ditaruh di sebuah tempat rehabilitasi khusus bukan di barak militer juga coba dengerin lagi deh,"['coba', 'deh', 'dengerin', 'penjelasan', 'wni', 'yang', 'bekerja', 'di', 'finlandia', 'itu', 'anak', 'anak', 'yang', 'bermasalah', 'ditaruh', 'di', 'sebuah', 'tempat', 'rehabilitasi', 'khusus', 'bukan', 'di', 'barak', 'militer', 'juga', 'coba', 'dengerin', 'lagi', 'deh']","['coba', 'deh', 'dengerin', 'penjelasan', 'wni', 'finlandia', 'anak', 'anak', 'bermasalah', 'ditaruh', 'rehabilitasi', 'khusus', 'barak', 'militer', 'coba', 'dengerin', 'deh']","['coba', 'deh', 'dengerin', 'jelas', 'wni', 'finlandia', 'anak', 'anak', 'masalah', 'taruh', 'rehabilitasi', 'khusus', 'barak', 'militer', 'coba', 'dengerin', 'deh']",coba deh dengerin jelas wni finlandia anak anak masalah taruh rehabilitasi khusus barak militer coba dengerin deh,negatif
1924810659579232410,Tue May 20 22:08:28 +0000 2025,0,@mardigu024 Sekedar mendiskusikannya bang @mardigu024 bhw politik pendidikan ke barak militer bgi anak² yg bermasalah (nakal) itu bagus di satu sisi klu tujuan utk disiplin. Tetapi pd aspek lain spti tujuan pendidikan adlh membentuk daya kritis itu y tdk terjadi.,sekedar mendiskusikannya bang bhw politik pendidikan ke barak militer bgi anak yg bermasalah nakal itu bagus di satu sisi klu tujuan utk disiplin tetapi pd aspek lain spti tujuan pendidikan adlh membentuk daya kritis itu y tdk terjadi,sekedar mendiskusikannya bang bhw politik pendidikan ke barak militer bgi anak yang bermasalah nakal itu bagus di satu sisi klu tujuan untuk disiplin tetapi pada aspek lain spti tujuan pendidikan adalah membentuk daya kritis itu ya tidak terjadi,"['sekedar', 'mendiskusikannya', 'bang', 'bhw', 'politik', 'pendidikan', 'ke', 'barak', 'militer', 'bgi', 'anak', 'yang', 'bermasalah', 'nakal', 'itu', 'bagus', 'di', 'satu', 'sisi', 'klu', 'tujuan', 'untuk', 'disiplin', 'tetapi', 'pada', 'aspek', 'lain', 'spti', 'tujuan', 'pendidikan', 'adalah', 'membentuk', 'daya', 'kritis', 'itu', 'ya', 'tidak', 'terjadi']","['sekedar', 'mendiskusikannya', 'bang', 'bhw', 'politik', 'pendidikan', 'barak', 'militer', 'bgi', 'anak', 'bermasalah', 'nakal', 'bagus', 'sisi', 'klu', 'tujuan', 'disiplin', 'aspek', 'spti', 'tujuan', 'pendidikan', 'membentuk', 'daya', 'kritis', 'ya']","['dar', 'diskusi', 'bang', 'bhw', 'politik', 'didik', 'barak', 'militer', 'bgi', 'anak', 'masalah', 'nakal', 'bagus', 'sisi', 'klu', 'tuju', 'disiplin', 'aspek', 'spti', 'tuju', 'didik', 'bentuk', 'daya', 'kritis', 'ya']",dar diskusi bang bhw politik didik barak militer bgi anak masalah nakal bagus sisi klu tuju disiplin aspek spti tuju didik bentuk daya kritis ya,negatif
1924758472035598433,Tue May 20 14:53:08 +0000 2025,0,@kompascom Saya bukan pro ataupun kontra dengan pendidikan siswa bermasalah di barak militer.. Tapi saya apresiasi langkah berani ini.. Karena jika dilihat dari sudut pandang lain ini berarti sekolah dan lingkungan belum berhasil mendidik para anak2 tersebut untuk menjadi lebih baik..,saya bukan pro ataupun kontra dengan pendidikan siswa bermasalah di barak militer tapi saya apresiasi langkah berani ini karena jika dilihat dari sudut pandang lain ini berarti sekolah dan lingkungan belum berhasil mendidik para anak tersebut untuk menjadi lebih baik,saya bukan profesional ataupun kontra dengan pendidikan siswa bermasalah di barak militer tapi saya apresiasi langkah berani ini karena jika dilihat dari sudut pandang lain ini berarti sekolah dan lingkungan belum berhasil mendidik para anak tersebut untuk menjadi lebih baik,"['saya', 'bukan', 'profesional', 'ataupun', 'kontra', 'dengan', 'pendidikan', 'siswa', 'bermasalah', 'di', 'barak', 'militer', 'tapi', 'saya', 'apresiasi', 'langkah', 'berani', 'ini', 'karena', 'jika', 'dilihat', 'dari', 'sudut', 'pandang', 'lain', 'ini', 'berarti', 'sekolah', 'dan', 'lingkungan', 'belum', 'berhasil', 'mendidik', 'para', 'anak', 'tersebut', 'untuk', 'menjadi', 'lebih', 'baik']","['profesional', 'kontra', 'pendidikan', 'siswa', 'bermasalah', 'barak', 'militer', 'apresiasi', 'langkah', 'berani', 'sudut', 'pandang', 'sekolah', 'lingkungan', 'berhasil', 'mendidik', 'anak']","['profesional', 'kontra', 'didik', 'siswa', 'masalah', 'barak', 'militer', 'apresiasi', 'langkah', 'berani', 'sudut', 'pandang', 'sekolah', 'lingkung', 'hasil', 'didik', 'anak']",profesional kontra didik siswa masalah barak militer apresiasi langkah berani sudut pandang sekolah lingkung hasil didik anak,negatif
1924839324971114746,Tue May 20 14:47:11 +0000 2025,0,Bisa gak sih disetiap daerah di indonesia dibuat program anak bermasalah dibawa ke barak militer buat di didik. Gw mau daftarin adik gw cok!! Tuh anak gk tau diri banget. Dia disklhin dan harga sklh dia udh kyk orng kuliah bisa-bisanya dia gk sklh,bisa gak sih disetiap daerah di indonesia dibuat program anak bermasalah dibawa ke barak militer buat di didik gw mau daftarin adik gw cok tuh anak gk tau diri banget dia disklhin dan harga sklh dia udh kyk orng kuliah bisa bisanya dia gk sklh,bisa gak sih disetiap daerah di indonesia dibuat program anak bermasalah dibawa ke barak militer buat di didik saya mau daftarin adik saya cok tuh anak gk tahu diri banget dia disklhin dan harga sekolah dia udh seperti orng kuliah bisa bisanya dia gk sekolah,"['bisa', 'gak', 'sih', 'disetiap', 'daerah', 'di', 'indonesia', 'dibuat', 'program', 'anak', 'bermasalah', 'dibawa', 'ke', 'barak', 'militer', 'buat', 'di', 'didik', 'saya', 'mau', 'daftarin', 'adik', 'saya', 'cok', 'tuh', 'anak', 'gk', 'tahu', 'diri', 'banget', 'dia', 'disklhin', 'dan', 'harga', 'sekolah', 'dia', 'udh', 'seperti', 'orng', 'kuliah', 'bisa', 'bisanya', 'dia', 'gk', 'sekolah']","['gak', 'sih', 'disetiap', 'daerah', 'indonesia', 'program', 'anak', 'bermasalah', 'dibawa', 'barak', 'militer', 'didik', 'daftarin', 'adik', 'cok', 'tuh', 'anak', 'gk', 'banget', 'disklhin', 'harga', 'sekolah', 'udh', 'orng', 'kuliah', 'bisanya', 'gk', 'sekolah']","['gak', 'sih', 'tiap', 'daerah', 'indonesia', 'program', 'anak', 'masalah', 'bawa', 'barak', 'militer', 'didik', 'daftarin', 'adik', 'cok', 'tuh', 'anak', 'gk', 'banget', 'disklhin', 'harga', 'sekolah', 'udh', 'orng', 'kuliah', 'bisa', 'gk', 'sekolah']",gak sih tiap daerah indonesia program anak masalah bawa barak militer didik daftarin adik cok tuh anak gk banget disklhin harga sekolah udh orng kuliah bisa gk sekolah,negatif
1924803456017264785,Tue May 20 12:24:40 +0000 2025,0,Program pengiriman anak-anak bermasalah ke barak militer di Indonesia merupakan topik yang kontroversial dengan beberapa pihak berpendapat bahwa program ini dapat mendisiplinkan siswa sementara yang lain mengkritiknya karena terlalu keras dan tidak efektif.,program pengiriman anak anak bermasalah ke barak militer di indonesia merupakan topik yang kontroversial dengan beberapa pihak berpendapat bahwa program ini dapat mendisiplinkan siswa sementara yang lain mengkritiknya karena terlalu keras dan tidak efektif,program pengiriman anak anak bermasalah ke barak militer di indonesia merupakan topik yang kontroversial dengan beberapa pihak berpendapat bahwa program ini dapat mendisiplinkan siswa sementara yang lain mengkritiknya karena terlalu keras dan tidak efektif,"['program', 'pengiriman', 'anak', 'anak', 'bermasalah', 'ke', 'barak', 'militer', 'di', 'indonesia', 'merupakan', 'topik', 'yang', 'kontroversial', 'dengan', 'beberapa', 'pihak', 'berpendapat', 'bahwa', 'program', 'ini', 'dapat', 'mendisiplinkan', 'siswa', 'sementara', 'yang', 'lain', 'mengkritiknya', 'karena', 'terlalu', 'keras', 'dan', 'tidak', 'efektif']","['program', 'pengiriman', 'anak', 'anak', 'bermasalah', 'barak', 'militer', 'indonesia', 'topik', 'kontroversial', 'berpendapat', 'program', 'mendisiplinkan', 'siswa', 'mengkritiknya', 'keras', 'efektif']","['program', 'kirim', 'anak', 'anak', 'masalah', 'barak', 'militer', 'indonesia', 'topik', 'kontroversial', 'dapat', 'program', 'disiplin', 'siswa', 'kritik', 'keras', 'efektif']",program kirim anak anak masalah barak militer indonesia topik kontroversial dapat program disiplin siswa kritik keras efektif,negatif
1924439348734558414,Tue May 20 07:09:23 +0000 2025,0,@tempodotco mau pencitraan atau bukan apakah hal yang KDM lakuin salah? masih mending keliatan kerja daripada ga kerja samsek. itu malah menunjukkan kalo beliau itu beneran peduli ke daerahnya dengan adanya program seperti mengirim anak bermasalah ke barak militer,mau pencitraan atau bukan apakah hal yang kdm lakuin salah masih mending keliatan kerja daripada ga kerja samsek itu malah menunjukkan kalo beliau itu beneran peduli ke daerahnya dengan adanya program seperti mengirim anak bermasalah ke barak militer,mau pencitraan atau bukan apakah hal yang kdm lakuin salah masih lebih baik kelihatan kerja daripada ga kerja sama sekali itu bahkan menunjukkan kalau beliau itu beneran peduli ke daerahnya dengan adanya program seperti mengirim anak bermasalah ke barak militer,"['mau', 'pencitraan', 'atau', 'bukan', 'apakah', 'hal', 'yang', 'kdm', 'lakuin', 'salah', 'masih', 'lebih', 'baik', 'kelihatan', 'kerja', 'daripada', 'ga', 'kerja', 'sama', 'sekali', 'itu', 'bahkan', 'menunjukkan', 'kalau', 'beliau', 'itu', 'beneran', 'peduli', 'ke', 'daerahnya', 'dengan', 'adanya', 'program', 'seperti', 'mengirim', 'anak', 'bermasalah', 'ke', 'barak', 'militer']","['pencitraan', 'kdm', 'lakuin', 'salah', 'kerja', 'ga', 'kerja', 'beliau', 'beneran', 'peduli', 'daerahnya', 'program', 'mengirim', 'anak', 'bermasalah', 'barak', 'militer']","['citra', 'kdm', 'lakuin', 'salah', 'kerja', 'ga', 'kerja', 'beliau', 'beneran', 'peduli', 'daerah', 'program', 'kirim', 'anak', 'masalah', 'barak', 'militer']",citra kdm lakuin salah kerja ga kerja beliau beneran peduli daerah program kirim anak masalah barak militer,negatif
1924704256181084610,Tue May 20 05:50:28 +0000 2025,0,udah dikirim ke barak ternyata masih ada aja murid yang bermasalah,udah dikirim ke barak ternyata masih ada aja murid yang bermasalah,sudah dikirim ke barak ternyata masih ada saja murid yang bermasalah,"['sudah', 'dikirim', 'ke', 'barak', 'ternyata', 'masih', 'ada', 'saja', 'murid', 'yang', 'bermasalah']","['dikirim', 'barak', 'murid', 'bermasalah']","['kirim', 'barak', 'murid', 'masalah']",kirim barak murid masalah,negatif
1924692872449646863,Tue May 20 05:05:14 +0000 2025,0,Kepo dg anak2 bermasalah di NL apa dimasukin di barak militer.Jwbannya : tidak.Kalo terlibat perkelahian dan kejahatan lainnya dimasukkan ke pusat rehabilitasi dan dibina disana.Yg membina sapa?banyak ada guru psikolog psikiater dll.Tentara? Bukan.,kepo dg anak bermasalah di nl apa dimasukin di barak militer jwbannya tidak kalo terlibat perkelahian dan kejahatan lainnya dimasukkan ke pusat rehabilitasi dan dibina disana yg membina sapa banyak ada guru psikolog psikiater dll tentara bukan,mau tahu urusan orang dg anak bermasalah di nl apa dimasukin di barak militer jwbannya tidak kalau terlibat perkelahian dan kejahatan lainnya dimasukkan ke pusat rehabilitasi dan dibina disana yang membina sapa banyak ada guru psikolog psikiater dan lain-lain tentara bukan,"['mau', 'tahu', 'urusan', 'orang', 'dg', 'anak', 'bermasalah', 'di', 'nl', 'apa', 'dimasukin', 'di', 'barak', 'militer', 'jwbannya', 'tidak', 'kalau', 'terlibat', 'perkelahian', 'dan', 'kejahatan', 'lainnya', 'dimasukkan', 'ke', 'pusat', 'rehabilitasi', 'dan', 'dibina', 'disana', 'yang', 'membina', 'sapa', 'banyak', 'ada', 'guru', 'psikolog', 'psikiater', 'dan', 'lain-lain', 'tentara', 'bukan']","['urusan', 'orang', 'dg', 'anak', 'bermasalah', 'nl', 'dimasukin', 'barak', 'militer', 'jwbannya', 'terlibat', 'perkelahian', 'kejahatan', 'dimasukkan', 'pusat', 'rehabilitasi', 'dibina', 'disana', 'membina', 'sapa', 'guru', 'psikolog', 'psikiater', 'lain-lain', 'tentara']","['urus', 'orang', 'dg', 'anak', 'masalah', 'nl', 'dimasukin', 'barak', 'militer', 'jwbannya', 'libat', 'kelahi', 'jahat', 'masuk', 'pusat', 'rehabilitasi', 'bina', 'sana', 'bina', 'sapa', 'guru', 'psikolog', 'psikiater', 'lain', 'tentara']",urus orang dg anak masalah nl dimasukin barak militer jwbannya libat kelahi jahat masuk pusat rehabilitasi bina sana bina sapa guru psikolog psikiater lain tentara,negatif
1924296887156588927,Tue May 20 05:04:15 +0000 2025,0,@RadioElshinta Masukkan ke barak militer cewek bermasalah.,masukkan ke barak militer cewek bermasalah,masukkan ke barak militer cewek bermasalah,"['masukkan', 'ke', 'barak', 'militer', 'cewek', 'bermasalah']","['masukkan', 'barak', 'militer', 'cewek', 'bermasalah']","['masuk', 'barak', 'militer', 'cewek', 'masalah']",masuk barak militer cewek masalah,negatif
1924687627535736915,Tue May 20 04:44:24 +0000 2025,0,Hati2 nanti lo semua kritik pemerintah dianggapnya remaja bermasalah siap2 diangkut ke barak,hati nanti lo semua kritik pemerintah dianggapnya remaja bermasalah siap diangkut ke barak,hati nanti kamu semua kritik pemerintah dianggapnya remaja bermasalah siap diangkut ke barak,"['hati', 'nanti', 'kamu', 'semua', 'kritik', 'pemerintah', 'dianggapnya', 'remaja', 'bermasalah', 'siap', 'diangkut', 'ke', 'barak']","['hati', 'kritik', 'pemerintah', 'dianggapnya', 'remaja', 'bermasalah', 'diangkut', 'barak']","['hati', 'kritik', 'perintah', 'anggap', 'remaja', 'masalah', 'angkut', 'barak']",hati kritik perintah anggap remaja masalah angkut barak,negatif
1924683786220142893,Tue May 20 04:30:55 +0000 2025,1,Barak KDM di Jawa Barat yang dipimpin oleh Gubernur Dedi Mulyadi merupakan program bergaya militer untuk mendisiplinkan pemuda dan orang dewasa yang bermasalah dengan menekankan koreksi.,barak kdm di jawa barat yang dipimpin oleh gubernur dedi mulyadi merupakan program bergaya militer untuk mendisiplinkan pemuda dan orang dewasa yang bermasalah dengan menekankan koreksi,barak kdm di jawa barat yang dipimpin oleh gubernur dedi mulyadi merupakan program bergaya militer untuk mendisiplinkan pemuda dan orang dewasa yang bermasalah dengan menekankan koreksi,"['barak', 'kdm', 'di', 'jawa', 'barat', 'yang', 'dipimpin', 'oleh', 'gubernur', 'dedi', 'mulyadi', 'merupakan', 'program', 'bergaya', 'militer', 'untuk', 'mendisiplinkan', 'pemuda', 'dan', 'orang', 'dewasa', 'yang', 'bermasalah', 'dengan', 'menekankan', 'koreksi']","['barak', 'kdm', 'jawa', 'barat', 'dipimpin', 'gubernur', 'dedi', 'mulyadi', 'program', 'bergaya', 'militer', 'mendisiplinkan', 'pemuda', 'orang', 'dewasa', 'bermasalah', 'menekankan', 'koreksi']","['barak', 'kdm', 'jawa', 'barat', 'pimpin', 'gubernur', 'dedi', 'mulyadi', 'program', 'gaya', 'militer', 'disiplin', 'pemuda', 'orang', 'dewasa', 'masalah', 'tekan', 'koreksi']",barak kdm jawa barat pimpin gubernur dedi mulyadi program gaya militer disiplin pemuda orang dewasa masalah tekan koreksi,positif
1924501922247274831,Tue May 20 03:06:09 +0000 2025,0,@zy_zy_lestary Orang yg bertahun2 di Barak juga banyak yg kelakuannya bermasalah nggak nyambung anak nakal main tentara2an jadi anak baik,orang yg bertahun di barak juga banyak yg kelakuannya bermasalah nggak nyambung anak nakal main tentara an jadi anak baik,orang yang bertahun di barak juga banyak yang kelakuannya bermasalah tidak nyambung anak nakal main tentara an jadi anak baik,"['orang', 'yang', 'bertahun', 'di', 'barak', 'juga', 'banyak', 'yang', 'kelakuannya', 'bermasalah', 'tidak', 'nyambung', 'anak', 'nakal', 'main', 'tentara', 'an', 'jadi', 'anak', 'baik']","['orang', 'bertahun', 'barak', 'kelakuannya', 'bermasalah', 'nyambung', 'anak', 'nakal', 'main', 'tentara', 'an', 'anak']","['orang', 'tahun', 'barak', 'laku', 'masalah', 'nyambung', 'anak', 'nakal', 'main', 'tentara', 'an', 'anak']",orang tahun barak laku masalah nyambung anak nakal main tentara an anak,negatif
